id,ra,nome,fase,ano,inde,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem
1575,RA-399,Aluno-399,3,2023,7.0,Ametista,10.0,4.7,8.2,7.9,2.52,7.5,8.165,0
1576,RA-428,Aluno-428,3,2023,7.8218,Ametista,10.0,7.2,9.5,8.3,2.52,7.8125,8.0425,0
1577,RA-315,Aluno-315,3,2023,5.9777,Quartzo,5.0,6.3,6.8,0.0,5.0,7.9688,7.8375,-1
1578,RA-402,Aluno-402,3,2023,6.6327,Agata,10.0,4.2,7.3,9.2,2.52,7.8125,6.88,0
1579,RA-1168,Aluno-1168,3,2023,5.8866,Quartzo,10.0,3.5,8.8,0.0,2.52,7.6562,7.045,0
1580,RA-613,Aluno-613,3,2023,6.8645,Agata,5.0,4.8,9.4,9.2,5.0,6.7188,7.2125,-1
1581,RA-304,Aluno-304,3,2023,6.2416,Agata,5.0,5.7,8.8,0.0,5.0,7.8125,7.835,-2
1582,RA-457,Aluno-457,3,2023,8.2568,Topázio,10.0,8.1,8.6,7.5,7.52,8.125,8.045,0
1583,RA-307,Aluno-307,3,2023,6.0473,Agata,5.0,6.3,6.5,0.0,7.52,7.5,7.46,-2
1584,RA-283,Aluno-283,3,2023,7.549,Ametista,5.0,6.8,9.5,8.3,7.52,7.0312,7.5025,-2
1585,RA-459,Aluno-459,3,2023,8.24,Topázio,10.0,8.3,9.3,6.7,7.52,7.1875,7.88,0
1586,RA-440,Aluno-440,3,2023,6.9892,Agata,10.0,6.2,8.2,0.0,7.52,7.9688,7.835,0
1587,RA-443,Aluno-443,3,2023,6.8955,Agata,5.0,7.6,7.5,7.1,2.52,7.9688,8.125,-1
1588,RA-454,Aluno-454,3,2023,4.6034,Quartzo,5.0,2.6,7.5,0.0,5.0,4.6875,5.54,-2
1589,RA-444,Aluno-444,3,2023,5.9588,Quartzo,10.0,4.7,7.9,0.0,5.0,6.4062,6.4575,1
1590,RA-170,Aluno-170,3,2023,7.0624,Ametista,5.0,7.2,8.9,8.8,2.52,6.875,7.6725,-2
1591,RA-1169,Aluno-1169,3,2023,7.2136,Ametista,5.0,6.3,9.5,7.5,5.0,7.0312,8.0025,-1
1592,RA-458,Aluno-458,3,2023,6.3121,Agata,5.0,3.8,6.9,9.6,7.52,7.1875,6.2475,-1
1593,RA-1170,Aluno-1170,3,2023,6.8747,Agata,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,-1
1594,RA-1171,Aluno-1171,3,2023,7.856,Ametista,5.0,8.7,8.4,7.9,5.0,8.75,8.88,-1
1595,RA-449,Aluno-449,3,2023,7.3965,Ametista,10.0,7.0,7.2,7.1,7.52,7.3438,6.8425,0
1596,RA-462,Aluno-462,3,2023,6.2267,Agata,5.0,2.7,8.1,10.0,5.0,7.5,6.5825,-2
1597,RA-176,Aluno-176,4,2023,8.3168,Topázio,10.0,8.0,9.5,9.6,2.52,8.125,9.0025,0
1598,RA-178,Aluno-178,4,2023,7.4067,Ametista,10.0,5.9,8.7,7.9,2.52,7.6562,8.42,0
1599,RA-193,Aluno-193,4,2023,7.7186,Ametista,10.0,6.5,9.4,8.3,2.52,8.125,8.17,1
1600,RA-1172,Aluno-1172,4,2023,7.0301,Ametista,5.0,6.7,7.8,8.3,2.52,8.5938,8.46,-2
1601,RA-180,Aluno-180,4,2023,8.2832,Topázio,10.0,8.0,9.4,9.2,2.52,8.4375,8.92,1
1602,RA-181,Aluno-181,4,2023,7.6712,Ametista,10.0,6.8,8.3,9.6,2.52,7.9688,8.2525,0
1603,RA-195,Aluno-195,4,2023,7.602,Ametista,10.0,6.0,9.2,7.1,2.52,8.4375,8.79,0
1604,RA-196,Aluno-196,4,2023,7.561,Ametista,10.0,6.2,9.0,7.9,2.52,8.2812,8.2125,1
1605,RA-211,Aluno-211,4,2023,8.0248,Topázio,10.0,7.1,9.4,9.6,2.52,7.6562,8.71,0
1606,RA-197,Aluno-197,4,2023,7.9676,Ametista,10.0,7.2,9.8,8.3,2.52,7.9688,8.46,1
1607,RA-229,Aluno-229,4,2023,8.2076,Topázio,10.0,7.8,9.8,9.2,2.52,8.2812,8.42,1
1608,RA-186,Aluno-186,4,2023,7.8175,Ametista,10.0,6.9,9.7,7.5,2.52,7.9688,8.46,0
1609,RA-189,Aluno-189,4,2023,7.7273,Ametista,10.0,6.5,9.4,7.9,2.52,8.2812,8.3775,0
1610,RA-191,Aluno-191,4,2023,7.2637,Ametista,10.0,7.8,9.7,0.0,2.52,8.125,8.4625,0
1611,RA-1173,Aluno-1173,4,2023,7.6728,Ametista,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,0
1612,RA-217,Aluno-217,4,2023,6.9696,Agata,5.0,5.6,8.6,8.3,2.52,8.4375,8.5025,-1
1613,RA-1174,Aluno-1174,4,2023,7.3336,Ametista,5.0,6.8,8.7,9.2,2.52,8.9062,8.3375,-1
1614,RA-192,Aluno-192,4,2023,6.616,Agata,5.0,6.5,6.2,8.8,5.0,7.1875,7.3775,-2
1615,RA-184,Aluno-184,4,2023,8.4302,Topázio,10.0,7.1,9.5,7.9,7.52,8.5938,8.5025,1
1616,RA-200,Aluno-200,4,2023,5.6612,Quartzo,5.0,4.3,4.5,9.6,2.52,7.5,7.17,-2
1617,RA-1175,Aluno-1175,4,2023,5.9399,Quartzo,2.5,6.3,5.3,8.3,2.52,7.6562,7.6275,-3
1618,RA-204,Aluno-204,4,2023,7.5576,Ametista,10.0,7.1,7.9,8.8,2.52,8.2812,8.045,0
1619,RA-1176,Aluno-1176,4,2023,8.8815,Topázio,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,1
1620,RA-1177,Aluno-1177,4,2023,8.3455,Topázio,10.0,7.2,9.9,10.0,2.52,8.9062,8.88,0
1621,RA-215,Aluno-215,4,2023,7.1665,Ametista,10.0,6.9,6.6,8.8,2.52,7.9688,7.7125,0
1622,RA-1178,Aluno-1178,4,2023,7.0665,Ametista,5.0,5.7,9.3,8.8,2.52,7.9688,8.2125,-2
1623,RA-149,Aluno-149,4,2023,5.6223,Quartzo,5.0,4.7,4.2,8.8,2.52,7.5,7.2925,-2
1624,RA-1179,Aluno-1179,4,2023,6.6313,Agata,5.0,5.0,8.1,9.6,4.38,6.875,7.17,-1
1625,RA-218,Aluno-218,4,2023,5.8115,Quartzo,5.0,6.7,6.7,0.0,2.52,7.9688,7.88,-1
1626,RA-220,Aluno-220,4,2023,7.102,Ametista,10.0,6.1,7.6,8.8,2.52,7.1875,7.5475,0
1627,RA-202,Aluno-202,4,2023,6.7916,Agata,5.0,5.9,7.9,8.8,2.52,7.9688,8.005,-1
1628,RA-1180,Aluno-1180,4,2023,7.068,Ametista,5.0,5.4,9.5,8.3,5.0,7.1875,7.7125,-1
1629,RA-1181,Aluno-1181,4,2023,6.9713,Agata,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,0
1630,RA-1182,Aluno-1182,4,2023,5.7098,Quartzo,5.0,4.2,6.3,7.5,2.52,6.7188,7.2125,-2
1631,RA-205,Aluno-205,4,2023,6.8576,Agata,5.0,6.6,7.6,9.6,4.38,7.0312,7.09,-1
1632,RA-1183,Aluno-1183,4,2023,6.2695,Agata,5.0,5.3,8.7,7.5,2.52,6.0938,6.7575,-1
1633,RA-237,Aluno-237,4,2023,7.4366,Ametista,5.0,6.7,9.5,8.3,2.52,8.125,8.96,-1
1634,RA-147,Aluno-147,4,2023,5.5425,Quartzo,5.0,4.5,7.0,0.0,5.63,6.875,7.46,-1
1635,RA-240,Aluno-240,4,2023,6.338,Agata,10.0,4.8,6.7,7.1,2.52,6.875,6.9175,0
1636,RA-1184,Aluno-1184,4,2023,7.3816,Ametista,5.0,7.3,8.3,8.3,5.0,8.125,8.045,-2
1637,RA-241,Aluno-241,4,2023,7.016,Ametista,5.0,7.5,9.9,0.0,2.52,8.75,9.545,-1
1638,RA-242,Aluno-242,4,2023,8.2218,Topázio,10.0,7.9,9.7,7.1,2.52,8.5938,9.3775,0
1639,RA-138,Aluno-138,4,2023,6.7841,Agata,5.0,4.3,7.9,10.0,6.26,7.3438,7.4175,-2
1640,RA-244,Aluno-244,4,2023,7.0443,Ametista,10.0,7.3,8.8,0.0,2.52,8.125,8.8325,1
1641,RA-245,Aluno-245,4,2023,7.1712,Ametista,5.0,8.1,10.0,0.0,2.52,8.75,9.5875,-1
1642,RA-246,Aluno-246,4,2023,8.2568,Topázio,10.0,6.8,9.9,8.8,4.39,8.125,8.9175,0
1643,RA-141,Aluno-141,4,2023,6.7198,Agata,5.0,4.5,8.4,9.6,5.63,7.0312,7.0425,-1
1644,RA-239,Aluno-239,4,2023,6.4113,Agata,5.0,7.0,8.4,0.0,5.0,8.125,7.6275,-2
1645,RA-1185,Aluno-1185,4,2023,8.0268,Topázio,10.0,7.5,9.1,7.5,5.0,7.8125,8.3775,1
1646,RA-262,Aluno-262,4,2023,4.4065,Quartzo,5.0,3.8,3.7,0.0,5.0,7.0312,6.05,-2
1647,RA-1186,Aluno-1186,4,2023,7.2814,Ametista,5.0,5.5,9.8,8.8,6.89,6.875,7.3825,-2
1648,RA-397,Aluno-397,4,2023,6.2071,Agata,5.0,4.6,7.9,7.5,2.52,7.1875,7.465,-1
1649,RA-1187,Aluno-1187,4,2023,6.6445,Agata,10.0,5.3,6.9,8.8,2.52,7.3438,6.715,1
1650,RA-145,Aluno-145,4,2023,,,2.5,6.2,9.0,7.9,,7.9688,7.4625,-3
1651,RA-1188,Aluno-1188,4,2023,,,5.0,6.4,9.4,9.6,,7.8125,7.5875,-1
1652,RA-265,Aluno-265,4,2023,,,10.0,7.0,8.7,8.3,,7.9688,7.88,0
1653,RA-254,Aluno-254,4,2023,,,5.0,5.9,8.8,9.6,,7.8125,7.71,-1
1654,RA-267,Aluno-267,4,2023,,,5.0,2.7,7.7,7.9,,4.6875,6.505,-2
1655,RA-1189,Aluno-1189,4,2023,,,5.0,6.1,9.0,8.8,,7.8125,7.3775,-1
1656,RA-295,Aluno-295,4,2023,7.641,Ametista,5.0,7.7,8.8,8.8,2.52,9.0625,9.005,-1
1657,RA-269,Aluno-269,4,2023,8.116,Topázio,10.0,7.4,9.0,9.6,2.52,8.5938,8.7975,0
1658,RA-313,Aluno-313,4,2023,7.0111,Ametista,10.0,3.9,8.7,9.2,2.52,7.6562,7.75,0
1659,RA-1190,Aluno-1190,4,2023,6.33,Agata,10.0,4.2,9.2,0.0,5.0,7.3438,7.045,0
1660,RA-301,Aluno-301,4,2023,6.7603,Agata,10.0,5.2,5.4,9.2,7.52,6.7188,6.465,0
1661,RA-286,Aluno-286,4,2023,5.7133,Quartzo,5.0,4.7,7.5,0.0,5.0,8.125,7.3375,-1
1662,RA-1191,Aluno-1191,4,2023,6.1753,Agata,10.0,3.7,7.2,7.5,5.0,5.0,6.26,0
1663,RA-1192,Aluno-1192,4,2023,6.7807,Agata,5.0,5.8,8.7,7.9,2.52,7.9688,7.6675,-1
1664,RA-174,Aluno-174,4,2023,6.1242,Agata,5.0,5.1,5.6,7.9,5.0,7.5,7.2125,-2
1665,RA-1193,Aluno-1193,4,2023,6.0181,Agata,10.0,4.1,7.8,0.0,5.0,7.1875,7.13,0
1666,RA-308,Aluno-308,4,2023,6.5786,Agata,10.0,4.9,6.8,5.4,5.0,7.0312,7.5025,0
1667,RA-152,Aluno-152,4,2023,6.3069,Agata,5.0,4.5,7.7,7.9,2.52,7.8125,7.71,-2
1668,RA-270,Aluno-270,4,2023,7.9826,Ametista,10.0,6.6,9.0,9.2,2.52,8.75,9.1275,0
1669,RA-271,Aluno-271,4,2023,6.1403,Agata,5.0,5.9,9.3,0.0,2.52,8.125,7.7125,-2
1670,RA-299,Aluno-299,4,2023,6.7965,Agata,10.0,6.1,9.6,0.0,2.52,7.9688,8.005,0
1671,RA-316,Aluno-316,4,2023,8.4369,Topázio,10.0,5.7,9.5,10.0,7.52,8.5938,8.96,0
1672,RA-318,Aluno-318,4,2023,6.8566,Agata,5.0,4.9,8.1,7.9,6.26,7.9688,7.71,-1
1673,RA-274,Aluno-274,4,2023,8.1376,Topázio,10.0,7.5,9.5,7.5,5.63,7.6562,8.295,1
1674,RA-320,Aluno-320,4,2023,8.3935,Topázio,10.0,5.5,9.9,9.2,7.52,8.5938,8.96,0
1675,RA-277,Aluno-277,4,2023,7.7284,Ametista,5.0,5.5,9.9,8.3,7.52,8.125,8.7525,-1
1676,RA-278,Aluno-278,4,2023,7.1935,Ametista,10.0,5.6,9.8,0.0,5.63,8.75,8.3775,1
1677,RA-291,Aluno-291,4,2023,8.4931,Topázio,10.0,7.1,8.6,8.8,7.52,8.9062,9.21,0
1678,RA-306,Aluno-306,4,2023,5.7324,Quartzo,5.0,4.0,7.9,0.0,6.26,7.3438,7.46,-1
1679,RA-279,Aluno-279,4,2023,9.0063,Topázio,10.0,8.9,10.0,8.8,6.27,8.75,9.2125,0
1680,RA-280,Aluno-280,4,2023,8.1892,Topázio,10.0,6.5,9.5,6.7,7.52,8.2812,8.7125,0
1681,RA-276,Aluno-276,4,2023,6.6905,Agata,10.0,5.5,8.5,6.3,2.52,7.0312,6.585,0
1682,RA-285,Aluno-285,4,2023,5.3804,Quartzo,2.5,4.7,4.6,8.3,2.52,7.6562,7.13,-3
1683,RA-1194,Aluno-1194,4,2023,7.6719,Ametista,10.0,6.1,9.0,8.8,5.0,7.5,7.6675,1
1684,RA-287,Aluno-287,4,2023,3.7455,Quartzo,2.5,3.9,4.8,0.0,2.52,4.2188,5.375,-4
1685,RA-319,Aluno-319,4,2023,8.3672,Topázio,10.0,7.2,9.2,9.6,5.0,8.5938,8.88,0
1686,RA-321,Aluno-321,4,2023,7.6952,Ametista,10.0,6.2,9.4,8.3,2.52,8.125,8.42,1
1687,RA-1195,Aluno-1195,4,2023,5.6773,Quartzo,2.5,5.4,8.3,0.0,2.52,8.2812,8.0025,-3
1688,RA-159,Aluno-159,4,2023,6.805,Agata,5.0,6.3,8.1,7.9,2.52,8.125,7.8775,-2
1689,RA-322,Aluno-322,4,2023,7.0378,Ametista,10.0,5.3,8.3,6.7,2.52,7.9688,8.045,0
1690,RA-251,Aluno-251,4,2023,6.6652,Agata,5.0,5.3,8.0,9.6,2.52,7.3438,7.835,-1
1691,RA-116,Aluno-116,5,2023,6.4331,Agata,5.0,4.7,7.6,6.7,5.0,7.9688,7.5475,-2
1692,RA-103,Aluno-103,5,2023,8.0239,Topázio,10.0,7.1,9.2,8.3,5.0,8.125,8.09,1
1693,RA-42,Aluno-42,5,2023,6.7945,Agata,5.0,5.7,8.6,8.8,5.63,6.5625,6.6675,-1
1694,RA-121,Aluno-121,5,2023,6.8119,Agata,5.0,6.0,8.8,6.3,5.0,7.3438,7.4625,-1
1695,RA-106,Aluno-106,5,2023,7.7697,Ametista,10.0,7.3,9.1,7.9,5.0,7.0312,7.5075,0
1696,RA-123,Aluno-123,5,2023,6.0683,Agata,5.0,5.7,9.4,0.0,5.0,6.875,6.8375,-2
1697,RA-46,Aluno-46,5,2023,5.5454,Quartzo,2.5,4.4,7.4,7.1,2.52,6.5625,6.6275,-3
1698,RA-125,Aluno-125,5,2023,6.9896,Agata,5.0,5.8,7.7,9.2,5.0,8.125,7.835,-1
1699,RA-110,Aluno-110,5,2023,8.0879,Topázio,10.0,7.5,8.6,8.3,5.0,8.75,8.2975,0
1700,RA-128,Aluno-128,5,2023,6.5039,Agata,5.0,5.7,7.3,6.7,5.0,7.3438,7.5475,-1
1701,RA-143,Aluno-143,5,2023,7.7944,Ametista,10.0,6.5,9.6,8.3,2.52,8.2812,8.3375,1
1702,RA-111,Aluno-111,5,2023,7.5665,Ametista,10.0,6.0,8.7,7.5,5.0,7.6562,8.0875,1
1703,RA-112,Aluno-112,5,2023,7.1413,Ametista,5.0,7.4,8.1,6.7,5.0,7.9688,7.9225,-1
1704,RA-115,Aluno-115,5,2023,6.3191,Agata,5.0,4.2,7.1,8.8,5.0,7.3438,7.215,-1
1705,RA-1196,Aluno-1196,5,2023,7.0302,Ametista,10.0,7.5,8.2,0.0,5.0,7.8125,8.045,0
1706,RA-52,Aluno-52,5,2023,7.9642,Ametista,10.0,6.4,9.8,10.0,2.52,8.125,8.2975,1
1707,RA-1197,Aluno-1197,5,2023,6.9461,Agata,5.0,7.3,8.4,6.7,5.0,7.0312,7.215,-1
1708,RA-108,Aluno-108,5,2023,4.9308,Quartzo,5.0,2.9,7.3,5.8,2.52,4.375,5.59,-2
1709,RA-1198,Aluno-1198,5,2023,7.5152,Ametista,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,-1
1710,RA-127,Aluno-127,5,2023,7.9194,Ametista,10.0,6.4,7.8,8.8,6.26,8.4375,8.6725,0
1711,RA-114,Aluno-114,5,2023,5.335,Quartzo,5.0,5.6,6.0,0.0,3.14,7.5,7.255,-2
1712,RA-146,Aluno-146,5,2023,7.5845,Ametista,5.0,7.9,9.5,6.2,5.0,8.4375,8.2125,-1
1713,RA-1199,Aluno-1199,5,2023,7.0249,Ametista,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,-2
1714,RA-70,Aluno-70,5,2023,6.8691,Agata,5.0,4.3,9.2,9.2,5.0,7.5,7.545,-2
1715,RA-107,Aluno-107,5,2023,6.8452,Agata,10.0,7.0,8.5,0.0,5.0,7.3438,7.5875,0
1716,RA-1200,Aluno-1200,5,2023,5.7112,Quartzo,10.0,4.0,6.4,0.0,5.0,7.5,6.8725,0
1717,RA-151,Aluno-151,5,2023,6.8925,Agata,5.0,7.9,7.8,0.0,7.52,8.5938,8.1725,-2
1718,RA-85,Aluno-85,5,2023,7.0844,Ametista,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,-1
1719,RA-1201,Aluno-1201,5,2023,8.378,Topázio,10.0,7.8,9.6,9.2,3.77,8.5938,8.7575,0
1720,RA-131,Aluno-131,5,2023,5.9524,Quartzo,5.0,2.2,7.8,8.3,5.0,7.6562,6.8,-1
1721,RA-132,Aluno-132,5,2023,7.3506,Ametista,10.0,6.5,8.7,7.5,2.52,7.6562,7.715,0
1722,RA-133,Aluno-133,5,2023,6.1684,Agata,5.0,5.3,7.9,7.5,2.52,7.1875,6.505,-1
1723,RA-104,Aluno-104,5,2023,4.25,Quartzo,2.5,2.6,7.7,0.0,2.52,5.625,5.6275,-3
1724,RA-137,Aluno-137,5,2023,5.937,Quartzo,5.0,6.0,6.3,7.1,2.52,6.4062,6.88,-2
1725,RA-144,Aluno-144,5,2023,4.9903,Quartzo,10.0,4.4,5.2,0.0,2.52,6.25,6.0,1
1726,RA-1202,Aluno-1202,5,2023,6.202,Agata,5.0,3.3,7.6,7.1,7.52,7.3438,6.67,-1
1727,RA-90,Aluno-90,5,2023,8.6994,Topázio,10.0,7.7,9.6,10.0,7.52,8.5938,8.1725,1
1728,RA-167,Aluno-167,5,2023,7.8061,Ametista,5.0,7.9,9.9,8.8,5.0,7.9688,7.8375,-2
1729,RA-168,Aluno-168,5,2023,6.4831,Agata,10.0,4.7,9.6,0.0,6.89,6.5625,6.4225,0
1730,RA-1203,Aluno-1203,5,2023,7.4878,Ametista,5.0,7.2,10.0,9.2,2.52,7.9688,7.8775,-1
1731,RA-155,Aluno-155,5,2023,6.319,Agata,5.0,4.4,8.1,7.9,5.0,7.0312,6.5875,-2
1732,RA-94,Aluno-94,5,2023,7.2893,Ametista,5.0,7.2,9.6,7.5,2.52,8.75,7.795,-1
1733,RA-81,Aluno-81,5,2023,7.4542,Ametista,10.0,6.3,8.8,9.6,2.52,7.8125,7.2125,0
1734,RA-302,Aluno-302,5,2023,5.3143,Quartzo,5.0,4.3,7.3,0.0,5.0,7.5,6.255,-2
1735,RA-171,Aluno-171,5,2023,6.2931,Agata,5.0,5.2,7.2,7.5,5.0,7.1875,6.755,-2
1736,RA-160,Aluno-160,5,2023,6.5983,Agata,5.0,5.0,8.3,8.8,2.52,8.125,7.46,-1
1737,RA-1204,Aluno-1204,5,2023,6.9404,Agata,5.0,6.1,8.7,7.5,5.0,7.8125,7.2125,-1
1738,RA-1205,Aluno-1205,5,2023,6.8065,Agata,2.5,5.0,9.2,9.2,6.26,7.5,7.085,-3
1739,RA-173,Aluno-173,5,2023,7.7575,Ametista,5.0,8.1,8.5,9.2,6.26,8.125,7.8775,-2
1740,RA-166,Aluno-166,5,2023,8.1056,Topázio,10.0,8.1,8.9,7.5,6.26,8.4375,7.4625,0
1741,RA-175,Aluno-175,5,2023,6.5695,Agata,5.0,4.8,9.2,8.8,2.52,7.1875,7.085,-1
1742,RA-153,Aluno-153,5,2023,7.29,Ametista,10.0,6.4,7.4,9.2,2.52,8.125,7.71,0
1743,RA-1206,Aluno-1206,5,2023,6.7242,Agata,5.0,5.6,8.3,8.8,2.52,7.8125,7.7125,-2
1744,RA-157,Aluno-157,5,2023,7.879,Ametista,10.0,6.8,9.9,7.1,2.52,8.5938,8.63,2
1745,RA-1207,Aluno-1207,5,2023,7.5824,Ametista,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,0
1746,RA-1208,Aluno-1208,5,2023,7.0651,Ametista,10.0,6.2,8.8,8.8,2.52,6.875,6.2525,0
1747,RA-1209,Aluno-1209,5,2023,7.4338,Ametista,5.0,7.4,9.4,7.5,5.0,7.8125,7.7125,-1
1748,RA-158,Aluno-158,5,2023,7.2974,Ametista,10.0,6.0,9.0,7.1,2.52,8.2812,7.545,1
1749,RA-161,Aluno-161,5,2023,6.2502,Agata,10.0,5.8,7.3,0.0,2.52,8.125,7.795,1
1750,RA-164,Aluno-164,5,2023,5.6387,Quartzo,5.0,5.8,8.2,0.0,2.52,6.875,6.9625,-1
1751,RA-1210,Aluno-1210,5,2023,7.1711,Ametista,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,-1
1752,RA-165,Aluno-165,5,2023,7.5834,Ametista,10.0,7.3,9.2,6.7,2.52,8.125,7.795,0
1753,RA-1211,Aluno-1211,5,2023,7.092,Ametista,5.0,6.2,9.1,7.1,5.0,7.8125,7.7125,-1
1754,RA-1212,Aluno-1212,5,2023,6.7554,Agata,5.0,4.2,8.9,8.3,5.0,7.6562,7.715,-1
1755,RA-1213,Aluno-1213,5,2023,5.9562,Quartzo,5.0,6.0,8.4,0.0,2.52,7.8125,7.715,-2
1756,RA-40,Aluno-40,6,2023,7.17,Ametista,5.0,5.9,8.2,7.5,7.52,7.9688,7.755,-1
1757,RA-1214,Aluno-1214,6,2023,8.3787,Topázio,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,0
1758,RA-71,Aluno-71,6,2023,7.3651,Ametista,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,-2
1759,RA-53,Aluno-53,6,2023,7.6006,Ametista,5.0,7.7,9.1,9.2,5.63,7.5,7.5875,-2
1760,RA-43,Aluno-43,6,2023,6.4622,Agata,5.0,5.0,6.7,7.9,5.63,7.5,7.5875,-1
1761,RA-55,Aluno-55,6,2023,6.898,Agata,5.0,7.1,8.1,7.9,3.14,7.5,7.545,-1
1762,RA-44,Aluno-44,6,2023,6.2583,Agata,5.0,6.9,8.5,0.0,5.01,7.5,7.17,-2
1763,RA-1215,Aluno-1215,6,2023,6.3395,Agata,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,0
1764,RA-45,Aluno-45,6,2023,8.3036,Topázio,10.0,7.9,9.6,7.1,6.26,8.2812,8.1725,0
1765,RA-56,Aluno-56,6,2023,8.2843,Topázio,10.0,7.8,9.5,9.6,5.0,8.125,7.8,0
1766,RA-57,Aluno-57,6,2023,6.4509,Agata,5.0,7.2,8.0,0.0,5.63,7.9688,7.755,-1
1767,RA-58,Aluno-58,6,2023,7.7062,Ametista,10.0,8.1,9.7,0.0,6.26,8.4375,8.3825,0
1768,RA-59,Aluno-59,6,2023,7.6923,Ametista,5.0,7.2,9.6,7.5,5.63,8.2812,8.4225,-2
1769,RA-1216,Aluno-1216,6,2023,7.7105,Ametista,5.0,7.9,9.0,9.6,5.63,7.5,7.795,-2
1770,RA-78,Aluno-78,6,2023,6.4346,Agata,5.0,6.7,7.7,0.0,6.26,8.2812,8.0025,-2
1771,RA-79,Aluno-79,6,2023,6.6359,Agata,5.0,7.6,6.2,5.8,5.0,7.8125,7.59,-1
1772,RA-61,Aluno-61,6,2023,7.3821,Ametista,10.0,6.2,7.0,8.3,6.26,7.9688,7.4625,0
1773,RA-63,Aluno-63,6,2023,8.0641,Topázio,5.0,8.7,9.0,6.7,6.89,8.75,8.9675,-1
1774,RA-64,Aluno-64,6,2023,7.4525,Ametista,5.0,6.7,9.2,7.5,6.89,7.3438,7.9625,-1
1775,RA-48,Aluno-48,6,2023,7.7971,Ametista,10.0,7.7,8.4,6.7,6.26,7.6562,7.6275,0
1776,RA-109,Aluno-109,6,2023,8.3184,Topázio,5.0,8.3,9.9,8.3,7.52,8.75,8.59,-1
1777,RA-80,Aluno-80,6,2023,7.2523,Ametista,5.0,6.3,8.4,8.3,6.89,7.9688,7.465,-1
1778,RA-91,Aluno-91,6,2023,7.424,Ametista,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,-1
1779,RA-1217,Aluno-1217,6,2023,6.0646,Agata,5.0,5.9,7.9,0.0,5.63,7.6562,7.38,-1
1780,RA-92,Aluno-92,6,2023,7.3759,Ametista,5.0,6.7,9.4,9.6,5.63,7.1875,7.045,-1
1781,RA-96,Aluno-96,6,2023,7.6108,Ametista,5.0,6.4,8.9,9.6,7.52,7.6562,7.84,-1
1782,RA-1218,Aluno-1218,6,2023,6.8265,Agata,5.0,5.3,9.2,7.5,5.0,7.5,7.1325,-1
1783,RA-1219,Aluno-1219,6,2023,7.2151,Ametista,10.0,6.3,6.5,8.8,5.63,7.3438,7.38,0
1784,RA-1220,Aluno-1220,6,2023,6.4672,Agata,5.0,6.8,9.0,0.0,5.0,7.8125,7.63,-1
1785,RA-84,Aluno-84,6,2023,6.0344,Agata,5.0,6.0,8.8,0.0,2.52,7.8125,7.6725,-2
1786,RA-99,Aluno-99,6,2023,6.6804,Agata,5.0,4.5,8.3,7.9,5.63,7.8125,7.4225,-1
1787,RA-87,Aluno-87,6,2023,8.6625,Topázio,10.0,9.3,10.0,7.5,5.63,8.125,8.385,0
1788,RA-89,Aluno-89,6,2023,6.7008,Agata,5.0,5.1,8.1,8.3,5.0,7.3438,7.465,-1
1789,RA-1221,Aluno-1221,7,2023,8.0275,Topázio,5.0,8.7,9.1,9.2,6.26,8.0,8.09,-1
1790,RA-27,Aluno-27,7,2023,7.9213,Ametista,10.0,6.9,7.7,6.7,6.89,8.625,8.8825,0
1791,RA-1222,Aluno-1222,7,2023,7.0265,Ametista,5.0,6.8,10.0,7.1,5.63,6.875,6.005,-1
1792,RA-32,Aluno-32,7,2023,6.7167,Agata,10.0,7.9,8.2,0.0,3.77,7.375,6.8775,0
1793,RA-19,Aluno-19,7,2023,7.7109,Ametista,5.0,7.8,9.4,7.9,5.63,7.75,8.1725,-1
1794,RA-62,Aluno-62,7,2023,7.6103,Ametista,10.0,7.5,9.8,0.0,6.89,8.25,8.215,0
1795,RA-1223,Aluno-1223,7,2023,8.1878,Topázio,10.0,9.0,9.3,8.8,5.0,6.875,7.2925,0
1796,RA-38,Aluno-38,7,2023,8.8353,Topázio,10.0,7.7,9.7,9.6,7.52,8.75,8.8825,0
1797,RA-1224,Aluno-1224,7,2023,7.5524,Ametista,5.0,8.0,9.4,8.3,5.0,7.125,7.6325,-1
1798,RA-39,Aluno-39,7,2023,8.7103,Topázio,10.0,7.8,9.1,9.6,7.52,8.75,8.7575,0
1799,RA-1225,Aluno-1225,7,2023,,,5.0,,,7.5,,,,-1
1800,RA-76,Aluno-76,7,2023,,,10.0,,,10.0,,,,2
1801,RA-26,Aluno-26,7,2023,,,5.0,,,0.0,,,,-1
